strategy,query_id,category,difficulty,query,gold_answer,hit_at_5,kw_cov,mrr,latency_s,answer,n_docs
Dense (Vector),Q29,comparative,hard,I want to combine engineering with advanced mathematics. What do you recommend?,Technomathematics or Interdisciplinary Mathematics combine rigorous mathematics with engineering applications. Computational Methods and Machine Learning in Engineering is also very relevant.,1,0.333,1.0,18.64,"Based on your interest in combining engineering with advanced mathematics, I would recommend the Masters Mechatronics program. This program combines the disciplines of mechanical and electrical engineering, which aligns well with your interests in both fields.

The Mechatronics program at TUHH supports concentration in interdisciplinary fields of system design and system implementation, which suggests a strong focus on mathematical and analytical skills. Additionally, the program's modular structure allows for flexibility and self-motivation, enabling you to learn complex topics independently and develop research areas.

This program seems like a good fit for your interests, as it combines engineering with advanced mathematical concepts, providing a solid foundation for a career in fields that require both technical expertise and analytical skills.",5
Dense (Vector),Q30,comparative,hard,Are there modules compulsory across multiple TUHH master programs?,Yes. Advanced Machine Learning (M1552) is compulsory in both Data Science (Core Qualification) and in Computational Methods and Machine Learning in Engineering.,1,0.667,0.333,16.03,"Yes, there are several modules that are compulsory across multiple TUHH master programs. 

One example is the ""Finite element analysis and Vibration theory"" (12 CP) module, which is part of the Master Mechatronics program's common core skills.

Another example is the ""Theory and design of control systems"" (12 CP) module, also part of the Master Mechatronics program's common core skills.",5
Hybrid + Rerank,Q01,direct_module,easy,What is the module Advanced Machine Learning about?,"Advanced Machine Learning (M1552) covers neural networks, backpropagation, CNNs, RNNs, GANs, Autoencoders and Transformers. It is worth 6 CP, examined by a 90-minute written exam, and taught in English in the winter semester.",1,0.25,0.2,14.48,"I don't have enough information about that in the provided documents. The context only mentions ""Finite element analysis and Vibration theory"" as one of the common core skills for students in the Master's Mechatronics program, but it does not mention a module called ""Advanced Machine Learning"".",5
Hybrid + Rerank,Q02,direct_module,easy,How many credit points is the Advanced Machine Learning module worth?,6 credit points (CP).,1,0.667,1.0,16.06,"I don't have enough information about that in the provided documents. The context only mentions the credits of a Master's program (Masters ICS, Masters GTIME, Masters Data Sci, or Masters Mechatronics) and their respective modules, but does not specify the credit points for an ""Advanced Machine Learning"" module.",5
Hybrid + Rerank,Q03,direct_module,easy,What are the recommended prerequisites for Advanced Machine Learning?,"Mathematics I-III, Numerical Mathematics / Numerics, and programming skills preferably in Python.",1,0.333,1.0,14.47,"I don't have enough information about that in the provided documents. The context only mentions the module ""Energy Efficiency in Embedded Systems"" and its prerequisites, which include Computer Engineering (mandatory) and Programming Skills in C (mandatory). However, it does not mention any specific prerequisites for the Advanced Machine Learning module.",5
Hybrid + Rerank,Q04,direct_module,easy,Who is responsible for the Advanced Machine Learning module at TUHH?,Dr. Jens-Peter Zemke.,0,0.0,0.0,12.43,"I don't have enough information about that in the provided documents. The context only mentions modules from specific programs (e.g., Masters ICS, Master's Data Sci, Master's GTIME) and does not provide any information on a ""Advanced Machine Learning"" module.",5
Hybrid + Rerank,Q05,direct_module,easy,What type of examination does the Advanced Machine Learning module use?,"Written exam, 90 minutes.",1,1.0,1.0,8.98,"I don't have enough information about that in the provided documents. The context only mentions ""Examination Written exam"" without specifying any details about the ""Advanced Machine Learning"" module, such as its program or curriculum affiliation.",5
Hybrid + Rerank,Q06,direct_module,medium,What topics are taught in the Advanced Machine Learning lecture?,Basics of neural nets; feedforward networks and backpropagation; CNNs; RNNs; adversarial attacks; residual networks; neural ODEs; autoencoders; GANs; attention and transformers.,0,0.0,0.0,7.44,"I don't have enough information about that in the provided documents. The context only mentions modules from various programs, but does not specifically mention an ""Advanced Machine Learning"" lecture.",5
Hybrid + Rerank,Q07,direct_module,easy,In which semester is the Advanced Machine Learning course offered?,Winter semester (WiSe).,0,0.0,0.0,11.07,"I don't have enough information about that in the provided documents. The context only mentions ""Data Science"" as a specialization with an elective module ""III. Applications"", but it does not specify any courses, including ""Advanced Machine Learning"".",5
Hybrid + Rerank,Q08,curriculum_structure,medium,Is Advanced Machine Learning compulsory for Data Science students?,Yes — it is listed as Core Qualification: Compulsory in the Data Science curriculum.,0,0.0,0.0,10.02,I don't have enough information about that in the provided documents.,5
Hybrid + Rerank,Q09,curriculum_structure,medium,Which TUHH programs include Advanced Machine Learning in their curriculum?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, and Theoretical Mechanical Engineering.",1,0.667,1.0,14.35,"Based on the provided context, I found that Advanced Machine Learning is included in the Master's Data Science program as part of the core qualification. 

This program seems to match your interests if you're looking for a comprehensive education in machine learning and data science, with a strong focus on both technical and interdisciplinary aspects.",5
Hybrid + Rerank,Q10,curriculum_structure,medium,What is the workload for the Advanced Machine Learning module?,Total workload 124 hours: Independent Study Time 62 h + Study Time in Lecture 28 h for the course component.,1,1.0,1.0,12.68,"I don't have enough information about that in the provided documents. The context only mentions the workload for a general module, but not specifically an ""Advanced Machine Learning"" module.",5
Hybrid + Rerank,Q11,curriculum_structure,medium,How many hours per week is the Advanced Machine Learning lecture?,2 hours/week lecture + 2 hours/week recitation (small group) = 4 hrs/wk total.,1,1.0,1.0,11.43,"I don't have enough information about that in the provided documents. The question asks for the ""Advanced Machine Learning"" lecture, but there is no such lecture mentioned in the context.",5
Hybrid + Rerank,Q12,curriculum_structure,hard,What is the difference between Core Qualification and Elective modules in the Data Science program?,Core Qualification modules are compulsory for all program students. Elective modules are optional and allow specialisation in a sub-field.,1,1.0,1.0,17.63,"In the Master's Data Science program, the Core Qualification consists of compulsory courses that are primarily completed in the first two semesters (42 CPs). In contrast, Elective modules are chosen by students based on their individual interests and can be completed in the second and third semesters. While Core Qualification provides a foundation in data science knowledge and skills, Elective modules allow students to specialize or explore specific areas of interest within the field.",5
Hybrid + Rerank,Q13,curriculum_structure,hard,How many total credit points are needed to finish the Data Science master?,120 credit points — standard for a 4-semester German M.Sc.,1,1.0,1.0,9.28,"According to the provided documents, I don't have enough information about that in the provided documents.",5
Hybrid + Rerank,Q14,recommendation,medium,I love mathematics and programming. What should I study at TUHH?,Data Science or Computer Science would suit you well — both require strong mathematical foundations and programming (Python).,1,0.667,1.0,21.54,"Based on your interests in mathematics and programming, I would recommend studying Master's Comp Sci or Master's Data Sci at TUHH.

Master's Comp Sci seems like a good fit because it requires advanced programming skills, including Java/C++ and R/Matlab. Additionally, the program covers topics such as intelligent systems, which aligns with your interest in mathematics and programming.

Master's Data Sci also looks promising, especially since you mentioned loving mathematics and programming. The program covers data science methods, including causal data analysis, which requires strong mathematical skills. Furthermore, the module ""Intelligent Systems in Medicine"" (M0623) is available within this program, which aligns with your interest in intelligent systems.

Both programs seem to match your interests, but Master's Comp Sci might be a slightly better fit since it places more emphasis on programming and computer science topics.",5
Hybrid + Rerank,Q15,recommendation,easy,I am interested in deep learning and neural networks. Which module covers that?,"Advanced Machine Learning (M1552) directly covers deep learning: CNNs, RNNs, GANs, Autoencoders, and Transformers.",1,0.333,1.0,19.49,"Based on the provided context, I would recommend taking Module M1961: Architectures and Algorithms for Deep-Learning Acceleration.

This module is specifically designed to cover topics related to deep learning and neural networks, including architectures, algorithms, and hardware acceleration for edge/embedded devices. It aligns with your interest in deep learning and neural networks, and will provide you with a thorough introduction to modern deep learning algorithms using Python and the PyTorch framework.

Additionally, this module is part of the Masters Comp Sci program, which seems to be a good fit for someone interested in computer science and machine learning.",5
Hybrid + Rerank,Q16,recommendation,medium,I want to understand Generative Adversarial Networks. What module should I take?,Advanced Machine Learning (M1552) covers GANs and Autoencoders as part of its lecture content.,0,0.0,0.0,11.8,"Based on the provided context, it appears that none of the listed modules (ICS, Data Science, Computer Science, Mechatronics) specifically focus on Generative Adversarial Networks.

I don't have enough information about that in the provided documents.",5
Hybrid + Rerank,Q17,recommendation,hard,I want to work in AI research after my master. What should I focus on at TUHH?,"Focus on the Data Science core qualification modules especially Advanced Machine Learning, supplement with research-track electives, and invest heavily in your master thesis.",1,0.667,1.0,26.03,"Based on the provided context, it seems that you're interested in pursuing a career in AI research after your master's degree. 

Considering the Master's Data Science program at TUHH, this might be an excellent choice for you as it optimally prepares graduates for a career in research and development in an academic or industrial environment. The program covers various aspects of data science, including analysis, algorithmic processing, and feature extraction, which are essential skills for working with AI.

Additionally, the Master's ICS program at TUHH might also be relevant to your interests, as it provides training in areas like Information and Communication Technology, Software Systems, IT Security, and Signal Processing. These topics are closely related to AI research, and having a strong foundation in these areas can be beneficial for a career in this field.

However, I would recommend focusing on the Master's Data Science program at TUHH, as it seems more directly aligned with your interests in AI research. The program's emphasis on data analysis, algorithmic processing, and feature extraction makes it an excellent choice for those looking to pursue a career in this area.",5
Hybrid + Rerank,Q18,recommendation,medium,I enjoy working in teams and group projects. Are there modules with teamwork?,Yes — Advanced Machine Learning explicitly develops social competence: joint solutions in small teams and group development of ideas.,1,0.667,1.0,24.44,"Based on the provided context, it appears that all four programs (Masters Chem Bio, Masters ICS, Masters MEMS, and Masters Mechatronics) have modules that emphasize social competence and teamwork.

In particular, Modules A and B in Bioprocess Engineering, as well as the unknown module in each of the other three programs, seem to focus on implementing concepts learned in lectures on a hardware platform within small groups. This suggests that these modules would be a good fit for you if you enjoy working in teams and group projects.

I recommend exploring Module A in Bioprocess Engineering or Modules A/B in Masters ICS, MEMS, or Mechatronics, as they all seem to share similar characteristics. These modules will allow you to work on specific tasks within groups, collaborate with peers, and develop solutions together, which should help you build your teamwork skills.

Let me know if you'd like more information about these modules!",5
Hybrid + Rerank,Q19,recommendation,hard,I come from a physics background. Can I apply for the Data Science program?,"Physics graduates typically have the required mathematical background (analysis, linear algebra, numerics) aligned with recommended prerequisites.",1,0.5,0.5,23.55,"Based on the provided context, it appears that the Masters Data Sci program is more focused on the mathematical and computer science foundations of data science, rather than specific physics topics.

While some knowledge in physics (e.g., wave phenomena, harmonic oscillators) is recommended as a helpful background for students taking Module M2090 - Quantum Mechanics, it's not explicitly stated that this module is a requirement or a prerequisite for the Data Science program.

That being said, having a physics background may still be beneficial for someone interested in data science, particularly if they're looking to apply mathematical and computational techniques to analyze and understand physical phenomena. However, without more information about the specific requirements of the Data Science program, I wouldn't say that it's a guaranteed fit based solely on your physics background.

If you're interested in pursuing a career in data science with a strong connection to physics, you may want to consider other programs or modules that are more directly related to this field.",5
Hybrid + Rerank,Q20,recommendation,medium,Which modules involve Python programming at TUHH?,Advanced Machine Learning explicitly recommends Python. Most Data Science core modules also use Python for implementations.,1,1.0,1.0,19.46,"Based on the provided context, I found two modules that involve Python programming:

1. Module M1222 - Design and Implementation of Software Systems (L1657) mentions ""Python programming"" as one of the computer methods students learn to adopt individually.
2. Module M1822 - Management of Technological Innovation and Applied Business Modelling (AAU) does not explicitly mention Python programming, but it is likely that students will work with Python programming in this module, given its focus on applied business modelling and technological innovation processes.

If you're interested in learning more about Python programming, I would recommend the Master's program in MSEMS, as it seems to cover a broad range of topics related to computer science and programming.",5
Hybrid + Rerank,Q21,logistics,easy,Is the Advanced Machine Learning course taught in English or German?,English (language code EN).,1,1.0,1.0,10.74,"I don't have enough information about that in the provided documents. The question is related to a specific module, but the context only provides general information about the program and some modules, without specifying which one the student is referring to.",5
Hybrid + Rerank,Q22,logistics,easy,How long is the Master of Science Data Science program at TUHH?,4 semesters (2 years).,1,1.0,1.0,11.89,"The Master of Science Data Science program at TUHH is a two-year program, divided into four semesters. It begins each year in October and consists of two and a half semesters of lectures and lab courses, followed by one and a half semesters of project work and writing the master's thesis.",5
Hybrid + Rerank,Q23,logistics,medium,What are the admission requirements for the Data Science master at TUHH?,A relevant bachelor's degree with sufficient mathematical background. Individual module admission requirements are listed as 'None'.,0,0.0,0.0,11.67,"According to the Module Handbook, I don't have enough information about that in the provided documents. The handbook only provides general information about the program structure, learning targets, and module descriptions, but does not specify the admission requirements.",5
Hybrid + Rerank,Q24,logistics,easy,What literature is recommended for the Advanced Machine Learning module?,Script by the lecturer; online resources including neuralnetworksanddeeplearning.com and deeplearningbook.org.,1,0.667,1.0,13.86,"I don't have enough information about that in the provided documents. The context only mentions the general description of a module, but does not specify which program or module it refers to (e.g. ""Advanced Machine Learning"" is not mentioned).",5
Hybrid + Rerank,Q25,comparative,hard,What is the difference between Data Science and Computer Science programs at TUHH?,Both share modules like Advanced Machine Learning. Data Science focuses more on statistical methods and data pipelines; Computer Science covers a broader set of software and systems topics.,1,0.5,1.0,37.3,"Based on the provided context, I don't have enough information about specific details of the Data Science program, such as its curriculum or modules. However, I can provide a general comparison between the Master's in Data Science and other programs.

The Master's in Data Science at TUHH is a two-year program that offers a lot of freedom to set your own focus in the field of data science. It consists of lectures, lab courses, and project work, with an emphasis on scientific orientation and interdisciplinary working methods.

In contrast, the General Engineering Science (German program) focuses on mechanical engineering, materials science, and energy systems, with some elective modules related to data science and computational methods.

The Master's in MSEMS (Mechanical Engineering and Systems) also has a strong focus on mechanical engineering, with some elective modules related to data science and computational engineering.

The Master's in Chem Bio (Chemical and Bioprocess Engineering) is more focused on process engineering and biotechnology, with a scientific orientation and emphasis on effective communication.

Lastly, the Global Technology and Innovation Management & Entrepreneurship program focuses on theoretical questions and empirical research, with an emphasis on writing professional English and creating visual representations.

While all these programs have some overlap with data science, the Master's in Data Science at TUHH seems to be the most focused on this field. If you're interested in data science, I would recommend exploring this program further to see if it aligns with your interests and career goals.",5
Hybrid + Rerank,Q26,comparative,medium,Which programs at TUHH share the Advanced Machine Learning module?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, Theoretical Mechanical Engineering.",1,0.667,1.0,22.6,"Based on the provided context, I found that the Master's in Mechatronics program has a module called ""Machine Learning in Electrical Engineering and Information Technology"" (L3005) with 1 ECTS point.

Additionally, the Master's in Data Science program also offers a module called ""Machine Learning Applications in Electric Power Systems"" (L3008), but it is not explicitly stated that this module shares the same content as L3005. However, both modules seem to be related to machine learning and electrical engineering.

It appears that the Master's in Mechatronics program has a more direct connection to the Advanced Machine Learning module, as it is specifically designed for students with knowledge in electrical engineering but less knowledge in machine learning methods.",5
Hybrid + Rerank,Q27,comparative,hard,Which TUHH programs involve machine learning?,"Data Science, Computer Science, Computational Methods and Machine Learning in Engineering, Mechatronics, and Technomathematics all include machine learning modules.",1,0.333,1.0,21.2,"The Masters Data Sci program at TUHH involves machine learning in several modules.

One module that stands out is the ""Machine Learning for Physical Systems"" module, which covers the reciprocal relationship between theoretical and practical aspects of machine learning in physical systems. This module seems to be a great fit for students interested in applying machine learning to real-world physical phenomena.

Another module that deals with machine learning is the ""Natural Language Processing (NLP) and Graphs"" module, which introduces the fundamentals and current state of machine learning for NLP and graphs. This module focuses on key advancements in deep learning architectures and computational challenges specific to learning architecture for text and graphs.

Both of these modules seem to be relevant to students interested in machine learning, as they cover advanced topics and provide a thorough introduction to modern deep learning algorithms.",5
Hybrid + Rerank,Q28,comparative,hard,What skills will I have after completing the Data Science master?,Professional knowledge: classify state-of-the-art neural networks. Practical skills: implement and apply neural networks to new domains. Social: collaborate in small teams. Autonomy: self-direct work and assess correctness independently.,1,0.75,1.0,13.64,"Based on the provided context, I don't have enough information about that in the provided documents. The module manual only provides general information about the Master's program ""Data Science"" and its focus on personal competences such as autonomy, self-reliance, and communication skills, but it does not specify the exact skills or knowledge that students will gain after completing the program.",5
Hybrid + Rerank,Q29,comparative,hard,I want to combine engineering with advanced mathematics. What do you recommend?,Technomathematics or Interdisciplinary Mathematics combine rigorous mathematics with engineering applications. Computational Methods and Machine Learning in Engineering is also very relevant.,1,0.667,1.0,18.84,"Based on your interest in combining engineering with advanced mathematics, I would recommend the Master's program in Ship Tech (Masters Ship Tech). This program covers analysis, design, and implementation methods for ships and offshore systems, which requires a strong foundation in mathematical and scientific principles.

The program allows for individualization of study contents through elective modules, enabling you to specialize in areas that interest you most. Additionally, the solid knowledge of general basics and specialized knowledge will provide you with a broad professional expertise, making you a versatile engineer.

This program seems to be the best fit for your interests, as it combines engineering with advanced mathematical concepts, which is evident from the course description.",5
Hybrid + Rerank,Q30,comparative,hard,Are there modules compulsory across multiple TUHH master programs?,Yes. Advanced Machine Learning (M1552) is compulsory in both Data Science (Core Qualification) and in Computational Methods and Machine Learning in Engineering.,1,0.667,1.0,17.05,"Yes, there are several modules that are compulsory across multiple TUHH master programs.

One example is the module ""Robotics"" which is a common core skill in both Masters Mechatronics and Masters MEM, with 6 CP each. 

Additionally, the module ""Complementary courses business and management"" (catalog) is also offered as an elective course in Masters Env Eng, Masters Civil Eng, and Masters MEM, with 6 CP each.

It's worth noting that while these modules are compulsory across multiple programs, they may have slightly different content or emphasis depending on the specific program.",5
HyDE,Q01,direct_module,easy,What is the module Advanced Machine Learning about?,"Advanced Machine Learning (M1552) covers neural networks, backpropagation, CNNs, RNNs, GANs, Autoencoders and Transformers. It is worth 6 CP, examined by a 90-minute written exam, and taught in English in the winter semester.",1,0.5,1.0,22.2,"I don't have enough information about that in the provided documents. The context only mentions a course called ""Advanced Machine Learning"" for the General Engineering Science (German program, 7 semester) specialization Advanced Materials, but it does not provide details on its content, topics covered, or module code.",5
HyDE,Q02,direct_module,easy,How many credit points is the Advanced Machine Learning module worth?,6 credit points (CP).,1,0.667,1.0,15.68,"I don't have enough information about that in the provided documents. The context only mentions modules for Masters Env Eng, Mechatronics, and Ship Tech programs, but not a specific ""Advanced Machine Learning"" module.",5
HyDE,Q03,direct_module,easy,What are the recommended prerequisites for Advanced Machine Learning?,"Mathematics I-III, Numerical Mathematics / Numerics, and programming skills preferably in Python.",0,0.0,0.0,15.45,I don't have enough information about that in the provided documents.,5
HyDE,Q04,direct_module,easy,Who is responsible for the Advanced Machine Learning module at TUHH?,Dr. Jens-Peter Zemke.,0,0.0,0.0,26.92,"I don't have enough information about that in the provided documents.

However, based on the context of machine learning algorithms, I can suggest that you might be interested in Module M1785 - Machine Learning in Electrical Engineering and Information Technology from the Masters ICS program. This module is designed for a diverse audience with different backgrounds in machine learning methods and electrical engineering, making it suitable for students who want to explore both topics.

If you're looking for a more general Master's program that covers machine learning algorithms, you might consider the Masters Data Sci program. This program provides a broad education in data science, including machine learning, which could be a good fit if you're interested in exploring various aspects of machine learning.

Please let me know if I can help with anything else!",5
HyDE,Q05,direct_module,easy,What type of examination does the Advanced Machine Learning module use?,"Written exam, 90 minutes.",1,1.0,1.0,22.07,"I don't have enough information about that in the provided documents. The question is about the ""Advanced Machine Learning"" module, but it's not mentioned in the context.",5
HyDE,Q06,direct_module,medium,What topics are taught in the Advanced Machine Learning lecture?,Basics of neural nets; feedforward networks and backpropagation; CNNs; RNNs; adversarial attacks; residual networks; neural ODEs; autoencoders; GANs; attention and transformers.,0,0.0,0.0,17.71,I don't have enough information about that in the provided documents.,5
HyDE,Q07,direct_module,easy,In which semester is the Advanced Machine Learning course offered?,Winter semester (WiSe).,0,0.0,0.0,13.63,I don't have enough information about that in the provided documents.,5
HyDE,Q08,curriculum_structure,medium,Is Advanced Machine Learning compulsory for Data Science students?,Yes — it is listed as Core Qualification: Compulsory in the Data Science curriculum.,1,0.333,0.333,18.56,"Based on the provided context, I don't have enough information about that in the provided documents. The text only mentions ""Machine learning methods"" as a topic covered in the course, but it does not explicitly state whether Advanced Machine Learning is a required or optional module for Data Science students.",5
HyDE,Q09,curriculum_structure,medium,Which TUHH programs include Advanced Machine Learning in their curriculum?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, and Theoretical Mechanical Engineering.",0,0.0,0.0,25.09,"I don't have enough information about that in the provided documents. The context only mentions ""Business & Management"" as a module, but does not provide any information on machine learning or advanced machine learning.

However, I can suggest some possible next steps:

* Check the TUHH website for the latest program curricula and course offerings.
* Contact the department responsible for the Master's programs you're interested in to inquire about their curriculum and course offerings.
* Consider reaching out to academic advisors or student representatives from the relevant programs to get more information on their curriculum and course structure.",5
HyDE,Q10,curriculum_structure,medium,What is the workload for the Advanced Machine Learning module?,Total workload 124 hours: Independent Study Time 62 h + Study Time in Lecture 28 h for the course component.,1,1.0,1.0,18.88,"I don't have enough information about that in the provided documents. The context only mentions a ""Module"" with unknown code and name, but no details are given about its content or workload.",5
HyDE,Q11,curriculum_structure,medium,How many hours per week is the Advanced Machine Learning lecture?,2 hours/week lecture + 2 hours/week recitation (small group) = 4 hrs/wk total.,1,0.667,1.0,16.04,"I don't have enough information about that in the provided documents. The context only mentions the structure of the Master's programs and modules, but does not provide details on specific lectures or their schedules.",5
HyDE,Q12,curriculum_structure,hard,What is the difference between Core Qualification and Elective modules in the Data Science program?,Core Qualification modules are compulsory for all program students. Elective modules are optional and allow specialisation in a sub-field.,0,0.0,0.0,17.26,"According to the Module Handbook, I don't have enough information about that in the provided documents.",5
HyDE,Q13,curriculum_structure,hard,How many total credit points are needed to finish the Data Science master?,120 credit points — standard for a 4-semester German M.Sc.,1,1.0,1.0,16.71,"I don't have enough information about that in the provided documents. The context only provides information on the Masters programs in Environmental Engineering, Civil Engineering, Mechatronics, and MEM (Master of Engineering Management), but not on a Master's program in Data Science.",5
HyDE,Q14,recommendation,medium,I love mathematics and programming. What should I study at TUHH?,Data Science or Computer Science would suit you well — both require strong mathematical foundations and programming (Python).,1,0.667,1.0,27.16,"Based on your interests in mathematics and programming, I would recommend the Master's program in Mechatronics. This program combines engineering methods with theoretical knowledge, which aligns well with your strengths in mathematics and programming.

The Mechatronics program at TUHH covers a wide range of topics, including robotics and navigation in medicine, which is reflected in Module M0630. This module seems to be particularly relevant to your interests, as it focuses on the application of mathematical and programming skills in a clinical context.

Additionally, the Mechatronics program at TUHH offers a strong foundation in engineering methods, design, and problem-solving, which can help you develop a comprehensive understanding of complex systems and their applications.",5
HyDE,Q15,recommendation,easy,I am interested in deep learning and neural networks. Which module covers that?,"Advanced Machine Learning (M1552) directly covers deep learning: CNNs, RNNs, GANs, Autoencoders, and Transformers.",1,0.333,1.0,40.01,"Based on the provided context, it appears that there are two modules that cover deep learning and neural networks:

1. Masters Comp Sci | Module: Computer Science: Specialisation II: Intelligence Engineering: Elective Compulsory (6 ECTS) - This course focuses on modern deep-learning networks for computer vision and natural language processing, as well as how to build and train their own networks based on the constraints of the target system.
2. Masters Data Sci | Module: Unknown - Unknown Module (0 ECTS) - Although the module code is unknown, the course description mentions machine learning in the realm of physical systems, which suggests that it may cover deep learning and neural networks in this context.

Considering your interest in deep learning and neural networks, I would recommend starting with the Masters Comp Sci | Module: Computer Science: Specialisation II: Intelligence Engineering: Elective Compulsory (6 ECTS) course. This module provides a comprehensive introduction to modern deep-learning architectures and their applications in computer vision and natural language processing.

Additionally, since you're interested in deep learning, I would suggest exploring the Masters Data Sci | Module: Unknown - Unknown Module (0 ECTS) course as well, once it's available. The course description suggests that it may cover machine learning in physical systems, which could be an exciting area of study for those interested in applying deep learning to real-world problems.",5
HyDE,Q16,recommendation,medium,I want to understand Generative Adversarial Networks. What module should I take?,Advanced Machine Learning (M1552) covers GANs and Autoencoders as part of its lecture content.,1,0.333,0.333,32.03,"Based on the provided context, I would recommend taking Module M2135 - Artificial Intelligence, specifically the courses ""Artificial Intelligence (L3205)"" and ""Artificial Intelligence (L3206)"". This module covers various aspects of artificial intelligence beyond machine learning, including logic, knowledge representation, and reasoning. It also introduces neuro-symbolic learning.

Generative Adversarial Networks (GANs) are a key concept in deep learning, particularly in the context of computer vision and natural language processing. While GANs are not explicitly mentioned as a topic in the provided module descriptions, the course on Artificial Intelligence covers the broader field of AI, which includes GANs.

By taking this module, you will gain a solid understanding of the theoretical foundations of artificial intelligence, including those related to deep learning and neural networks. This foundation will provide a strong basis for exploring more specialized topics like GANs in other modules or courses.",5
HyDE,Q17,recommendation,hard,I want to work in AI research after my master. What should I focus on at TUHH?,"Focus on the Data Science core qualification modules especially Advanced Machine Learning, supplement with research-track electives, and invest heavily in your master thesis.",1,1.0,1.0,28.24,"Based on your interest in working in AI research, I would recommend focusing on the Masters GTIME program. This program is designed for students who want to understand and apply machine learning in real-world physical systems, bridging the gap between abstract algorithms and physical phenomena.

The course is fully in English, which is a plus if you're looking to pursue further studies or work in an international environment. Additionally, the program's focus on machine learning and its application in physical systems aligns with your interest in AI research.

By focusing on the Masters GTIME program, you'll gain the necessary skills and knowledge to competently evaluate suitable machine learning methods for a given problem involving physical systems, as well as develop your critical thinking and problem-solving skills.",5
HyDE,Q18,recommendation,medium,I enjoy working in teams and group projects. Are there modules with teamwork?,Yes — Advanced Machine Learning explicitly develops social competence: joint solutions in small teams and group development of ideas.,1,0.667,0.5,24.94,"Based on the provided context, it appears that you have an interest in team-based learning and collaboration.

I would recommend checking out the Masters GTIME program, specifically the module ""Postgraduate Group Project"". This module places student teams to work with an industrial client on a real-world solution to their prioritized brief. Students can integrate and apply design, manufacturing, and operations management knowledge and skills to an industry-based product and process development project.

This program seems to match your interests in teamwork and group projects, as it provides students with the opportunity to work collaboratively with others on a real-world project.",5
HyDE,Q19,recommendation,hard,I come from a physics background. Can I apply for the Data Science program?,"Physics graduates typically have the required mathematical background (analysis, linear algebra, numerics) aligned with recommended prerequisites.",1,0.5,0.333,24.77,"Yes, you can apply for the Master's in Data Science program at TUHH. Although your background is in physics, the program is interdisciplinary and teaches a broad spectrum of methods for data representation, processing, modeling, provision, and storage.

The program builds on the two pillars of mathematics and computer science, which aligns with your existing knowledge base in physics. Additionally, the program offers various application fields that may be of interest to you, given your physics background.

By pursuing a Master's in Data Science, you can leverage your analytical skills and understanding of complex systems to apply data science methods in new areas, such as scientific computing or data analysis for physical phenomena.",5
HyDE,Q20,recommendation,medium,Which modules involve Python programming at TUHH?,Advanced Machine Learning explicitly recommends Python. Most Data Science core modules also use Python for implementations.,1,1.0,1.0,25.57,"Based on the provided context, I found that Module M1222 - Design and Implementation of Software Systems (L1657) involves programming in relevant programming languages, including Python. Specifically, it mentions ""Imperativ programming languages (C, Pascal, Fortran or similar)"" as a recommended previous knowledge.

Additionally, I couldn't find any other modules that explicitly mention Python programming as a required skill. However, the Masters Data Sci program emphasizes developing causal knowledge relevant for specific data-driven decisions and carrying out state-of-the-art causal data analyses, which may involve using Python programming.

If you're interested in learning more about Python programming at TUHH, I would recommend exploring Module M1222 - Design and Implementation of Software Systems (L1657), as it seems to be the most relevant one.",5
HyDE,Q21,logistics,easy,Is the Advanced Machine Learning course taught in English or German?,English (language code EN).,1,0.5,1.0,17.86,"I don't have enough information about that in the provided documents. The context only mentions the general competences and skills that students will be able to develop in various modules, but it does not specifically mention any machine learning courses. If you're looking for information on a specific course, I recommend checking with the department or faculty offering the course directly.",5
HyDE,Q22,logistics,easy,How long is the Master of Science Data Science program at TUHH?,4 semesters (2 years).,1,1.0,1.0,14.33,"The Master of Science Data Science program at TUHH is a two-year program, consisting of four semesters.",5
HyDE,Q23,logistics,medium,What are the admission requirements for the Data Science master at TUHH?,A relevant bachelor's degree with sufficient mathematical background. Individual module admission requirements are listed as 'None'.,1,1.0,1.0,18.94,"According to General Regulations §21 (1), the admission requirements for the Master's program in Data Science at TUHH include achieving at least 60 credit points in the study program. The examinations board decides on exceptions, if necessary.",5
HyDE,Q24,logistics,easy,What literature is recommended for the Advanced Machine Learning module?,Script by the lecturer; online resources including neuralnetworksanddeeplearning.com and deeplearningbook.org.,1,0.333,0.2,25.62,"I don't have enough information about that in the provided documents. The context only mentions a ""Advanced Machine Learning"" module, but it does not provide any details about the recommended literature for this module.",5
