strategy,query_id,category,difficulty,query,gold_answer,hit_at_5,kw_cov,mrr,latency_s,answer,n_docs
Dense (Vector),Q26,comparative,medium,Which programs at TUHH share the Advanced Machine Learning module?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, Theoretical Mechanical Engineering.",0,0.0,0.0,6.58,"The Advanced Machine Learning module is offered in the following programs at TUHH:

- Master in Data Science
- Master in Civil Engineering
- Master in MEMS (Micro and Nanotechnology Engineering)
- Master in Computer Science

These programs share the Advanced Machine Learning module, which covers topics such as machine learning algorithms, deep learning, and natural language processing.",5
Dense (Vector),Q27,comparative,hard,Which TUHH programs involve machine learning?,"Data Science, Computer Science, Computational Methods and Machine Learning in Engineering, Mechatronics, and Technomathematics all include machine learning modules.",1,0.667,1.0,7.28,"Based on the provided context, the TUHH programs that involve machine learning are:

1. Master in Data Science (Masters_Mechatronics)
2. Master Data Science (Masters_Data_Sci)
3. Master MSEMS (Masters_MSEMS)

These programs cover machine learning concepts and techniques, and are designed to bridge the gap between abstract algorithms and real-world physical phenomena.",5
Dense (Vector),Q28,comparative,hard,What skills will I have after completing the Data Science master?,Professional knowledge: classify state-of-the-art neural networks. Practical skills: implement and apply neural networks to new domains. Social: collaborate in small teams. Autonomy: self-direct work and assess correctness independently.,1,0.5,1.0,9.48,"Based on the provided context, after completing the Data Science master program at TUHH, you will develop skills in social competence - team collaboration and communication, autonomy - leadership and decision making, and project management skills. You will also have the opportunity to reflect on the non-technical aspects of engineering tasks and expand on the knowledge gained to succeed with a doctoral thesis.

I don't have enough information about the specific skills you will acquire in the Data Science master program, but it is likely that you will develop skills in data analysis, machine learning, and data visualization, as well as programming languages such as Python and R.",5
Dense (Vector),Q29,comparative,hard,I want to combine engineering with advanced mathematics. What do you recommend?,Technomathematics or Interdisciplinary Mathematics combine rigorous mathematics with engineering applications. Computational Methods and Machine Learning in Engineering is also very relevant.,1,0.667,1.0,13.0,"Based on your interest in combining engineering with advanced mathematics, I would recommend the Master's program in Data Science (Masters_ICS) at TUHH. This program aligns with your interests as it covers knowledge engineering or mathematics at the Master's level, which is relevant to both engineering and advanced mathematics.

The program's educational objectives, which include explication of a specific topic, description of complex issues, presentation of different views, and evaluation in a critical way, are also relevant to both engineering and advanced mathematics. Additionally, the program's focus on knowledge engineering or mathematics at the Master's level suggests that you will have the opportunity to develop skills in a specific area of engineering and mathematics.

Furthermore, the Data Science program at TUHH is a well-regarded program that offers a strong foundation in both engineering and advanced mathematics, with a focus on applying mathematical techniques to real-world problems in engineering.",5
Dense (Vector),Q30,comparative,hard,Are there modules compulsory across multiple TUHH master programs?,Yes. Advanced Machine Learning (M1552) is compulsory in both Data Science (Core Qualification) and in Computational Methods and Machine Learning in Engineering.,1,0.667,1.0,9.25,"Based on the provided context, it appears that there are modules that are compulsory across multiple TUHH master programs. Specifically, the following modules are compulsory for all five master programs:

* Structural Analysis of Ships and Offshore Structures
* Ship Vibration
* Manoeuvrability and Shallow Water Ship Hydrodynamics
* Nonlinear Structural Analysis

These modules are listed as ""open modules"" in the context, which suggests that they are not necessarily part of the core qualification for each specialization, but rather are required for all students to complete the master program.",5
Hybrid + Rerank,Q01,direct_module,easy,What is the module Advanced Machine Learning about?,"Advanced Machine Learning (M1552) covers neural networks, backpropagation, CNNs, RNNs, GANs, Autoencoders and Transformers. It is worth 6 CP, examined by a 90-minute written exam, and taught in English in the winter semester.",1,0.25,1.0,4.16,"The module Advanced Machine Learning is part of the Masters GTIME program at the Technical University of Hamburg. It covers the application of machine learning methods to various fields, including wireless communications.",5
Hybrid + Rerank,Q02,direct_module,easy,How many credit points is the Advanced Machine Learning module worth?,6 credit points (CP).,1,0.667,1.0,4.47,The Advanced Machine Learning module is worth 6 credit points.,5
Hybrid + Rerank,Q03,direct_module,easy,What are the recommended prerequisites for Advanced Machine Learning?,"Mathematics I-III, Numerical Mathematics / Numerics, and programming skills preferably in Python.",1,0.333,1.0,6.73,"Based on the provided context, the recommended prerequisites for Advanced Machine Learning are:

- Python programming, including libraries for neural networks, deep learning, and data visualization (e.g. WandB)
- Access to a decent PC or laptop with at least mediocre performance

These prerequisites are mentioned in the Masters ICS module manual, specifically in the Advanced Machine Learning section.",5
Hybrid + Rerank,Q04,direct_module,easy,Who is responsible for the Advanced Machine Learning module at TUHH?,Dr. Jens-Peter Zemke.,0,0.0,0.0,4.71,"Based on the provided context, the Advanced Machine Learning module at TUHH is taught by Professor NN, who is listed as the lecturer for Course L3028: Responsible Business: Sustainability, Compliance and Control Issues (AAU) in the Masters GTIME module manual.",5
Hybrid + Rerank,Q05,direct_module,easy,What type of examination does the Advanced Machine Learning module use?,"Written exam, 90 minutes.",1,1.0,0.5,3.03,The Advanced Machine Learning module at TUHH uses a written examination.,5
Hybrid + Rerank,Q06,direct_module,medium,What topics are taught in the Advanced Machine Learning lecture?,Basics of neural nets; feedforward networks and backpropagation; CNNs; RNNs; adversarial attacks; residual networks; neural ODEs; autoencoders; GANs; attention and transformers.,0,0.0,0.0,8.9,"Based on the provided context, the Advanced Machine Learning lecture covers topics such as:

- Modelling digital Hardware, Software, and Cyber Physical Systems
- Data structures, decision procedures and proof engines
- Binary Decision Diagrams
- And-Inverter-Graphs
- Boolean Satisfiability
- Satisfiability Modulo Theories
- Specification Languages
- CTL
- LTL
- System Verilog Assertions
- Algorithms for Reachability Analysis
- Symbolic CTL Checking
- Bounded LTL-Model Checking
- Optimizations, e.g., induction, abstraction

These topics are not explicitly mentioned in the provided context, but they can be inferred from the provided program descriptions.",5
Hybrid + Rerank,Q07,direct_module,easy,In which semester is the Advanced Machine Learning course offered?,Winter semester (WiSe).,0,0.0,0.0,3.7,"Based on the provided context, the Advanced Machine Learning course is offered in semester 4, which is the 4th semester (year 2) of the Master in Data Science program.",5
Hybrid + Rerank,Q08,curriculum_structure,medium,Is Advanced Machine Learning compulsory for Data Science students?,Yes — it is listed as Core Qualification: Compulsory in the Data Science curriculum.,1,0.333,0.333,10.75,"I don't have enough information about the specific requirements for the Master's Data Science program at TUHH. However, based on the provided context, it appears that Advanced Machine Learning is not a required component of the Master's Data Science program.

According to the provided information, the Master's Data Science program requires at least 60 credit points, which is achieved by completing the following modules:

* Module M-002: Master Thesis (which is not explicitly mentioned as a machine learning module)
* Courses: Title Typ Hrs/wk CP, Professoren der TUHH (independent of the module)
* Admission Requirements: At least 60 credit points have to be achieved in the study program.

Given that Advanced Machine Learning is not explicitly mentioned as a required module, it is likely that it is not a compulsory component of the Master's Data Science program.",5
Hybrid + Rerank,Q09,curriculum_structure,medium,Which TUHH programs include Advanced Machine Learning in their curriculum?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, and Theoretical Mechanical Engineering.",1,0.667,1.0,7.59,"Based on the provided context, the TUHH programs that include Advanced Machine Learning in their curriculum are:

1. Master in Data Science (M.Sc. Data Sci | Source: Masters_Data_Sci)
2. Master in Computer Science (M.Sc. Comp Sci | Source: Masters_Comp_Sci)

These programs are specifically mentioned to include Advanced Machine Learning as a core qualification or a recommended course.",5
Hybrid + Rerank,Q10,curriculum_structure,medium,What is the workload for the Advanced Machine Learning module?,Total workload 124 hours: Independent Study Time 62 h + Study Time in Lecture 28 h for the course component.,1,1.0,1.0,6.45,"The Advanced Machine Learning module is a 30 CP, 4th semester module. According to the provided documents, the workload for this module is 124 hours of independent study time and 56 hours of study time in lecture.",5
Hybrid + Rerank,Q11,curriculum_structure,medium,How many hours per week is the Advanced Machine Learning lecture?,2 hours/week lecture + 2 hours/week recitation (small group) = 4 hrs/wk total.,1,1.0,0.5,6.41,"Based on the provided context, the Advanced Machine Learning lecture is typically held once a week, with a workload of 16 hours per week, consisting of 1 hour of lecture time and 16 hours of independent study time.",5
Hybrid + Rerank,Q12,curriculum_structure,hard,What is the difference between Core Qualification and Elective modules in the Data Science program?,Core Qualification modules are compulsory for all program students. Elective modules are optional and allow specialisation in a sub-field.,1,1.0,1.0,23.15,"In the Data Science program at TUHH, the Core Qualification and Elective modules serve different purposes. Core Qualification modules are compulsory and provide a broad foundation in the field, while Elective modules are optional and allow students to choose topics that interest them.

Core Qualification modules, such as M1921: Technical Complementary Course for DSMS, are designed to provide a comprehensive understanding of the Data Science field. They are typically taught by experts in the field and cover a range of topics, including machine learning, data visualization, and statistical analysis.

Elective modules, on the other hand, are chosen by students and can be tailored to their individual interests. These modules are usually taught by experts in specific areas of Data Science and provide in-depth knowledge and skills in those areas. Elective modules can be taken in addition to the Core Qualification modules or as a standalone course.

In the Data Science program, the recommended previous module for M1921 is M1011: Data Science, which covers the basics of Data Science. This suggests that students should have a solid foundation in Data Science before taking M1921.

It's worth noting that the Data Science program at TUHH is designed to provide students with a broad understanding of Data Science, and the Core Qualification and Elective modules are designed to be complementary rather than competing. By taking Core Qualification modules, students can gain a strong foundation in the field, while Elective modules can provide specialized knowledge and skills.",5
Hybrid + Rerank,Q13,curriculum_structure,hard,How many total credit points are needed to finish the Data Science master?,120 credit points — standard for a 4-semester German M.Sc.,1,1.0,1.0,4.83,"To finish the Data Science master, you need to achieve at least 60 credit points in the study program.",5
Hybrid + Rerank,Q14,recommendation,medium,I love mathematics and programming. What should I study at TUHH?,Data Science or Computer Science would suit you well — both require strong mathematical foundations and programming (Python).,1,0.667,1.0,11.18,"Based on your interests in mathematics and programming, I would recommend the Master's program in Data Science (Masters Data Sci) at TUHH. This program covers the principles of math (algebra, analysis/calculus), programming (e.g., in Java or C++), and solid R or Matlab skills, which aligns with your interests. Additionally, the program's educational objectives focus on professional competence, knowledge, and skills in explaining complex issues, presenting different views, and evaluating in a critical way, which are also relevant to your interests.

This program is a great fit for you because it allows you to combine your passion for mathematics and programming with practical skills in data analysis and science, which is a highly sought-after skill in the industry.",5
Hybrid + Rerank,Q15,recommendation,easy,I am interested in deep learning and neural networks. Which module covers that?,"Advanced Machine Learning (M1552) directly covers deep learning: CNNs, RNNs, GANs, Autoencoders, and Transformers.",1,0.667,1.0,3.87,"Based on the provided context, the module that covers deep learning and neural networks is Masters Data Sci | Source: Masters_Data_Sci.",5
Hybrid + Rerank,Q16,recommendation,medium,I want to understand Generative Adversarial Networks. What module should I take?,Advanced Machine Learning (M1552) covers GANs and Autoencoders as part of its lecture content.,0,0.0,0.0,12.85,"Based on the provided context, I would recommend taking the ""Masters Data Sci"" program, specifically the ""Machine Learning in Wireless Communications"" module (L3005). This module is designed for a diverse audience, including students with different backgrounds, and is suitable for those with a basic understanding of machine learning methods, such as those with a background in mathematics or computer science.

This module is a great starting point for understanding Generative Adversarial Networks (GANs), as it provides a comprehensive introduction to the theoretical basics of GANs, including conceptual and mathematical aspects. The module is also designed to be accessible to students with varying levels of prior knowledge in machine learning, making it an excellent choice for those interested in learning about GANs.",5
Hybrid + Rerank,Q17,recommendation,hard,I want to work in AI research after my master. What should I focus on at TUHH?,"Focus on the Data Science core qualification modules especially Advanced Machine Learning, supplement with research-track electives, and invest heavily in your master thesis.",1,0.667,1.0,13.72,"Based on the provided context, I would recommend the Master's program in Data Science at TUHH. This program is specifically designed to prepare students for a career in research and development in an academic or industrial environment, which aligns with your interest in AI research.

The program covers methods on the basis of new findings, which suggests that it will provide you with a strong foundation in data science and AI. Additionally, the program's focus on interdisciplinary research and development, as well as its emphasis on complex problems, uncertainty, and working under given boundary conditions, will help you develop the skills and knowledge required for a career in AI research.

Furthermore, the program's structure, with a study project on Modern Problems of Materials Science and the Master's Thesis, will allow you to apply your knowledge and skills in a research context, which is essential for AI research.",5
Hybrid + Rerank,Q18,recommendation,medium,I enjoy working in teams and group projects. Are there modules with teamwork?,Yes — Advanced Machine Learning explicitly develops social competence: joint solutions in small teams and group development of ideas.,1,0.667,1.0,8.14,"You're interested in modules that focus on teamwork and group projects. Based on the provided context, I recommend the following modules:

* Master in Data Science (Masters_ICS)
* Masters Mechatronics (Masters_Mechatronics)
* Masters Data Sci (Masters_Data_Sci)

These modules emphasize teamwork and group projects, allowing you to work in small mixed groups and present your results in a suitable way.",5
Hybrid + Rerank,Q19,recommendation,hard,I come from a physics background. Can I apply for the Data Science program?,"Physics graduates typically have the required mathematical background (analysis, linear algebra, numerics) aligned with recommended prerequisites.",1,0.5,1.0,7.92,"As a physics background, you may find the Data Science program at TUHH to be a good fit. The program covers the mathematical and computer science foundations of data science, which aligns with your physics background. You will learn to practically apply theoretical concepts in various application areas, which is a key aspect of data science. Additionally, the program's focus on machine learning, artificial intelligence, and data analysis will likely appeal to your physics interests.",5
Hybrid + Rerank,Q20,recommendation,medium,Which modules involve Python programming at TUHH?,Advanced Machine Learning explicitly recommends Python. Most Data Science core modules also use Python for implementations.,1,0.5,0.5,15.08,"Based on the provided context, the following modules at TUHH involve Python programming:

1. M.Sc. ""Computer Science"" (Module M1810: Autonomous Cyber-Physical Systems) - This module requires Python programming, as it covers topics such as data structures, algorithms, and software engineering.
2. M.Sc. ""Data Science"" (Module M1810: Autonomous Cyber-Physical Systems) - This module also requires Python programming, as it covers data structures, algorithms, and software engineering.
3. M.Sc. ""Mechatronics"" (Module M1810: Autonomous Cyber-Physical Systems) - This module requires Python programming, as it covers topics such as data structures, algorithms, and software engineering.

These modules are all part of the Master's program in MEMS (Masters MEMS) or ICS (Masters ICS) at TUHH, and involve Python programming as a key skill.",5
Hybrid + Rerank,Q21,logistics,easy,Is the Advanced Machine Learning course taught in English or German?,English (language code EN).,1,1.0,1.0,3.59,The Advanced Machine Learning course is taught in English.,5
Hybrid + Rerank,Q22,logistics,easy,How long is the Master of Science Data Science program at TUHH?,4 semesters (2 years).,1,1.0,1.0,4.17,The Master of Science Data Science program at TUHH is 24 months (2 years) full-time.,5
Hybrid + Rerank,Q23,logistics,medium,What are the admission requirements for the Data Science master at TUHH?,A relevant bachelor's degree with sufficient mathematical background. Individual module admission requirements are listed as 'None'.,0,0.0,0.0,19.39,"Based on the provided context, the admission requirements for the Data Science master at TUHH include:

- A bachelor's degree in a relevant field (not specified in the provided documents)
- A minimum of 30 CP in mathematics (not specified in the provided documents)
- A minimum of 6 CP in a technical complementary course (not specified in the provided documents)
- A minimum of 6 CP in computer science (not specified in the provided documents)
- A minimum of 6 CP in applications (not specified in the provided documents)
- A minimum of 30 CP in the master's thesis (4th semester)
- A minimum of 90 min for the written exam
- A minimum of 4 hours for independent study time
- A minimum of 6 credit points in the Data Science specialisation I (Data Science & Mathematics)
- A minimum of 6 credit points in the Data Science specialisation II (Computer Science)
- A minimum of 6 credit points in the Data Science specialisation III (Applications)

It is recommended that students choose a program that aligns with their interests, such as the Master in Data Science, which covers Data Science & Mathematics, Computer Science, and Applications. This specialisation is designed to prepare students for a professional career in research and development.",5
Hybrid + Rerank,Q24,logistics,easy,What literature is recommended for the Advanced Machine Learning module?,Script by the lecturer; online resources including neuralnetworksanddeeplearning.com and deeplearningbook.org.,1,0.667,1.0,11.83,"Based on the provided context, I recommend the following literature for the Advanced Machine Learning module:

* ""Machine Learning: A Probabilistic Perspective"" by Andrew Ng and Michael I. Jordan (Source: Masters Data Sci)
* ""Deep Learning"" by Ian Goodfellow, Yoshua Bengio, and Aaron Courville (Source: Masters Mechatronics)
* ""Pattern Recognition and Machine Learning"" by Christopher M. Bishop (Source: Masters Comp Sci)

These texts cover advanced topics in machine learning, including supervised and unsupervised learning, neural networks, and deep learning. They provide a comprehensive understanding of the subject and are suitable for independent study and presentation of knowledge.",5
Hybrid + Rerank,Q25,comparative,hard,What is the difference between Data Science and Computer Science programs at TUHH?,Both share modules like Advanced Machine Learning. Data Science focuses more on statistical methods and data pipelines; Computer Science covers a broader set of software and systems topics.,1,1.0,1.0,14.87,"Based on the provided context, the main difference between Data Science and Computer Science programs at TUHH lies in their specializations and electives.

Data Science programs at TUHH, such as the Master in Data Science, cover specializations in Data Science, Mathematics/Computer Science, and Engineering Science, with electives in areas like Machine Learning, Computational Methods, and Applications. These programs aim to provide a comprehensive understanding of data science concepts and their practical applications.

In contrast, Computer Science programs at TUHH, such as the Master in Computer Science, focus on the theoretical foundations of computer science, with electives in areas like Mathematics and Engineering Science. These programs tend to emphasize the mathematical and theoretical aspects of computer science, with less emphasis on practical applications.

While both programs are offered at TUHH, the Master in Data Science is more focused on the practical application of data science concepts, whereas the Master in Computer Science is more theoretical in nature.",5
Hybrid + Rerank,Q26,comparative,medium,Which programs at TUHH share the Advanced Machine Learning module?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, Theoretical Mechanical Engineering.",1,0.667,1.0,12.51,"Based on the provided context, the programs at TUHH that share the Advanced Machine Learning module are:

1. Master in Data Science (Masters_Data_Sci)
2. Master in MEMS (Masters_MEMS)
3. Master in Data Science (Masters_Data_Sci) - this is a repeat of the Master in Data Science program, which suggests that it may be a repeat of the same module.

I don't have enough information about the Advanced Machine Learning module to recommend a specific program. However, I can suggest that the Master in Data Science program may be a good fit for students interested in machine learning, as it covers a range of topics related to machine learning, including supervised and unsupervised learning, neural networks, and deep learning.",5
Hybrid + Rerank,Q27,comparative,hard,Which TUHH programs involve machine learning?,"Data Science, Computer Science, Computational Methods and Machine Learning in Engineering, Mechatronics, and Technomathematics all include machine learning modules.",1,0.667,1.0,7.93,"Based on the provided context, the TUHH programs that involve machine learning are:

1. Master in Data Science (Masters Data Sci)
2. Master in Mechatronics (Masters Mechatronics)

These two programs are specifically mentioned in the context as covering machine learning topics, including natural language processing (NLP) and graphs, as well as learning tools and methods, and applying machine learning techniques to physical systems.",5
Hybrid + Rerank,Q28,comparative,hard,What skills will I have after completing the Data Science master?,Professional knowledge: classify state-of-the-art neural networks. Practical skills: implement and apply neural networks to new domains. Social: collaborate in small teams. Autonomy: self-direct work and assess correctness independently.,1,0.75,0.5,6.13,"Based on the provided context, after completing the Data Science master program at the Technical University of Hamburg (TUHH), you will have developed skills in applying theoretical knowledge in real-life business cases, gaining insight into working in a real company, and developing teamwork and communication skills.",5
Hybrid + Rerank,Q29,comparative,hard,I want to combine engineering with advanced mathematics. What do you recommend?,Technomathematics or Interdisciplinary Mathematics combine rigorous mathematics with engineering applications. Computational Methods and Machine Learning in Engineering is also very relevant.,1,0.667,1.0,15.69,"Based on the provided context, I recommend the Master's program in Mechatronics at the Technical University of Hamburg (TUHH). This program is designed to combine engineering and advanced mathematics, offering a comprehensive education in both fields.

The Master's program in Mechatronics covers a wide range of topics, including mechanical engineering, mechatronics, and production engineering, which aligns with your interests. You will have the opportunity to learn about advanced mathematical concepts, such as series expansions, internal and vector calculus, and partial/ordinary differential equations, which will provide a solid foundation for your future studies.

Additionally, the program emphasizes the introduction of relevant aeronautical content, which will help you develop a deeper understanding of the application of mathematical concepts in the aerospace industry.

By choosing the Master's program in Mechatronics, you will be able to combine your passion for engineering and mathematics, and develop a strong foundation for a career in a field that combines these two disciplines.",5
Hybrid + Rerank,Q30,comparative,hard,Are there modules compulsory across multiple TUHH master programs?,Yes. Advanced Machine Learning (M1552) is compulsory in both Data Science (Core Qualification) and in Computational Methods and Machine Learning in Engineering.,1,1.0,1.0,6.39,"Based on the provided context, it appears that modules are not compulsory across multiple TUHH master programs. Each program has its own set of mandatory specializations, and students can choose any module from the master courses of the TUHH as a 6 CP elective.",5
HyDE,Q01,direct_module,easy,What is the module Advanced Machine Learning about?,"Advanced Machine Learning (M1552) covers neural networks, backpropagation, CNNs, RNNs, GANs, Autoencoders and Transformers. It is worth 6 CP, examined by a 90-minute written exam, and taught in English in the winter semester.",0,0.0,0.0,13.31,"The module Advanced Machine Learning is part of the Masters Data Sci program at TUHH, and it is designed to bridge the gap between abstract machine learning algorithms and real-world physical phenomena.",5
HyDE,Q02,direct_module,easy,How many credit points is the Advanced Machine Learning module worth?,6 credit points (CP).,1,0.667,1.0,9.01,The Advanced Machine Learning module is worth 6 credit points.,5
HyDE,Q03,direct_module,easy,What are the recommended prerequisites for Advanced Machine Learning?,"Mathematics I-III, Numerical Mathematics / Numerics, and programming skills preferably in Python.",0,0.0,0.0,22.49,"Based on the provided context, I recommend the Master's in Data Science (MSc Data Sci) program at TUHH. This program is designed to bridge the gap between abstract algorithms and real-world physical phenomena, which aligns with the course ""Machine Learning in Wireless Communications"" (L3005) Lecture 1.

The MSc Data Sci program is a comprehensive program that covers various aspects of data science, including machine learning, and is suitable for students with different backgrounds, including those with a background in electrical engineering. The program's emphasis on bridging the gap between abstract algorithms and real-world physical phenomena makes it an excellent fit for students interested in applying machine learning to physical systems.

Additionally, the MSc Data Sci program is offered fully in English, which is a plus for international students.",5
HyDE,Q04,direct_module,easy,Who is responsible for the Advanced Machine Learning module at TUHH?,Dr. Jens-Peter Zemke.,0,0.0,0.0,17.0,"The Advanced Machine Learning module at TUHH is likely taught by a faculty member with expertise in machine learning and data science. Based on the provided context, I would recommend the Master in Data Science program as a suitable match for this student's interests.

The Master in Data Science program at TUHH covers topics such as machine learning, data science, and data engineering, which aligns with the student's interests in advanced machine learning. Additionally, the program's focus on data science and machine learning suggests that the faculty member teaching this module would have a strong background in these areas.",5
HyDE,Q05,direct_module,easy,What type of examination does the Advanced Machine Learning module use?,"Written exam, 90 minutes.",1,1.0,1.0,10.31,The Advanced Machine Learning module at TUHH uses a written examination.,5
HyDE,Q06,direct_module,medium,What topics are taught in the Advanced Machine Learning lecture?,Basics of neural nets; feedforward networks and backpropagation; CNNs; RNNs; adversarial attacks; residual networks; neural ODEs; autoencoders; GANs; attention and transformers.,0,0.0,0.0,19.11,"Based on the provided context, the Advanced Machine Learning lecture covers topics in machine learning that are specifically tailored for complex physical systems. The lecture covers sophisticated topics, demonstrating how cutting-edge machine learning methodologies can be applied not only in general domains but are specifically tailored for physical systems.

The lecture focuses on integrating machine learning techniques with physical systems, covering core areas such as:

1. Evaluating suitable machine learning methods for physical systems problems
2. Understanding the advantages and disadvantages of each approach
3. Applying machine learning to real-world physical phenomena

This course is designed for students interested in understanding and applying machine learning in the realm of physical systems, bridging the gap between abstract algorithms and real-world physical phenomena.",5
HyDE,Q07,direct_module,easy,In which semester is the Advanced Machine Learning course offered?,Winter semester (WiSe).,0,0.0,0.0,9.65,The Advanced Machine Learning course is offered in the semester of Winter Semester (Wintersaison).,5
HyDE,Q08,curriculum_structure,medium,Is Advanced Machine Learning compulsory for Data Science students?,Yes — it is listed as Core Qualification: Compulsory in the Data Science curriculum.,1,0.667,1.0,15.67,"Based on the provided context, Advanced Machine Learning is not a compulsory module for Data Science students. According to the information, Advanced Machine Learning is an elective module that can be chosen from the mandatory electives of the Data Science specialization, which includes Business and Management, Non-technical Courses for Master, and mandatory electives in the field of ""Non-technical Courses for Master"".",5
HyDE,Q09,curriculum_structure,medium,Which TUHH programs include Advanced Machine Learning in their curriculum?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, and Theoretical Mechanical Engineering.",1,0.333,0.25,11.62,"Based on the provided context, the Master's programs at TUHH that include Advanced Machine Learning in their curriculum are:

1. Master in Data Science (MSEMS)
2. Master in Data Science (MSEMS) - This program is mentioned twice in the context, indicating that it has Advanced Machine Learning as a core component.

I don't have enough information about the other programs to recommend one over the other. However, if I had to choose, I would recommend the Master in Data Science (MSEMS) due to its comprehensive coverage of machine learning concepts and its emphasis on practical applications.",5
HyDE,Q10,curriculum_structure,medium,What is the workload for the Advanced Machine Learning module?,Total workload 124 hours: Independent Study Time 62 h + Study Time in Lecture 28 h for the course component.,1,1.0,0.25,11.32,"The workload for the Advanced Machine Learning module is 124 hours, which includes independent study time of 124 hours and study time in lecture (56 hours).",5
HyDE,Q11,curriculum_structure,medium,How many hours per week is the Advanced Machine Learning lecture?,2 hours/week lecture + 2 hours/week recitation (small group) = 4 hrs/wk total.,0,0.0,0.0,3.9,I don't have enough information about the Advanced Machine Learning lecture in the provided documents.,5
HyDE,Q12,curriculum_structure,hard,What is the difference between Core Qualification and Elective modules in the Data Science program?,Core Qualification modules are compulsory for all program students. Elective modules are optional and allow specialisation in a sub-field.,1,0.667,0.2,22.08,"In the Data Science program at TUHH, the Core Qualification (66 CP) consists of compulsory modules, which provide a solid foundation in mathematical, statistical, computer science, and software engineering principles. These modules are designed to be learned in-depth and breadth.

In contrast, Elective modules offer additional opportunities for students to explore specific areas of interest, such as machine learning, natural language processing, or data visualization. These modules are not required for the Core Qualification but can be chosen by students to enhance their knowledge and skills.

The program aims to foster independence and self-motivation, allowing students to explore their interests and develop research areas in a self-organized and self-motivated manner.",5
HyDE,Q13,curriculum_structure,hard,How many total credit points are needed to finish the Data Science master?,120 credit points — standard for a 4-semester German M.Sc.,1,1.0,1.0,15.48,"Based on the provided context, to finish the Data Science master, you would need to complete the following modules:

- Ship Design (6 credit points)
- Structural Analysis of Ships and Offshore Structures (6 credit points)

These two modules comprise the mandatory core qualification with a total of 12 credit points.",5
HyDE,Q14,recommendation,medium,I love mathematics and programming. What should I study at TUHH?,Data Science or Computer Science would suit you well — both require strong mathematical foundations and programming (Python).,1,0.667,1.0,18.47,"Based on your interests in mathematics and programming, I would recommend the Master's program in Data Science at TUHH. This program covers the mathematical and computer science foundations of data science, allowing you to acquire comprehensive knowledge of the discipline and apply theoretical concepts in various application areas. As a Data Science student, you will have the opportunity to develop in-depth skills in statistical models, data representation, processing, modeling, and storage, as well as principles of data management. This program aligns with your interests and provides a strong foundation for a career in data science.",5
HyDE,Q15,recommendation,easy,I am interested in deep learning and neural networks. Which module covers that?,"Advanced Machine Learning (M1552) directly covers deep learning: CNNs, RNNs, GANs, Autoencoders, and Transformers.",1,0.333,0.5,16.83,"Based on the provided context, the Master's Comp Sci program at TUHH covers deep learning and neural networks. Specifically, the program includes modules such as ""Master in Data Science | Source: Masters_Comp_Sci"" which introduces the fundamentals of machine learning for natural language processing and graphs, and ""Masters Data Sci | Source: Masters_Data_Sci"" which covers the same topics, including deep learning architectures, natural language processing, and graph representations.",5
HyDE,Q16,recommendation,medium,I want to understand Generative Adversarial Networks. What module should I take?,Advanced Machine Learning (M1552) covers GANs and Autoencoders as part of its lecture content.,0,0.0,0.0,18.89,"Based on the provided context, I would recommend taking the ""Master in Data Science"" program, specifically the ""Masters Data Sci"" module, as it covers the topic of machine learning in the realm of physical systems. This module is designed to bridge the gap between abstract algorithms and real-world physical phenomena, which aligns with your interest in understanding Generative Adversarial Networks (GANs) in this context.

In the ""Masters Data Sci"" module, you will learn about standard machine learning libraries in Python (preferably PyTorch), including the integration of machine learning techniques with physical systems. This module is offered fully in English, which is suitable for international students like yourself.",5
HyDE,Q17,recommendation,hard,I want to work in AI research after my master. What should I focus on at TUHH?,"Focus on the Data Science core qualification modules especially Advanced Machine Learning, supplement with research-track electives, and invest heavily in your master thesis.",1,0.333,1.0,27.31,"Based on the provided context, I would recommend focusing on the Master's program in Data Science (MSEMS) at TUHH. This program covers advanced knowledge in a subfield of Computer Science, which aligns with the field of Artificial Intelligence (AI). The program's emphasis on developing methods suitable for solving specialized problems in AI research, as well as its focus on complex and/or incompletely defined problems, makes it an excellent fit for your interests.

Additionally, the MSEMS program at TUHH is designed to provide students with the skills to apply knowledge and methods learned in the course of their studies to complex and/or incompletely defined problems in a solution-oriented way. This aligns with the skills you mentioned in the context of your research task.

The other programs mentioned, such as Master's in Marketing, Management of Organizations, Strategic and Human Resource Management, and Master's in Computer Science, may also be relevant, but they may not provide the same level of focus on AI research.",5
