strategy,query_id,difficulty,query,gold_answer,Accuracy@1,Recall@5,Recall@10,MRR,Latency_s,generated_answer,retrieved_top_chunk,hyde_hypothetical
Dense (Vector),Q03,easy,What are the recommended prerequisites for Advanced Machine Learning?,"Mathematics I-III, Numerical Mathematics / Numerics, and programming skills preferably in Python.",1,1,1,1.0,6.46,"The recommended previous knowledge for Advanced Machine Learning (M1552) is: |  | 1. Mathematics I-III | 2. Numerical Mathematics 1/ Numerics | 3. Programming skills, preferably in Python. |  | These prerequisites are mentioned under all three programs that offer the module M1552: Masters Comp Sci, Masters Data Sci, and Masters Mechatronics.","Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q04,easy,Who is responsible for the Advanced Machine Learning module at TUHH?,Dr. Jens-Peter Zemke.,0,1,1,0.5,4.97,The Advanced Machine Learning module (M1552) is taught by Dr. Jens-Peter Zemke.,"Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules  on  operations  &  management  (6  CP)  ",N/A
Dense (Vector),Q05,easy,What type of examination does the Advanced Machine Learning module use?,"Written exam, 90 minutes.",1,1,1,1.0,4.45,The Advanced Machine Learning module uses a Lecture-Recitation format.,"Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q06,medium,What topics are taught in the Advanced Machine Learning lecture?,Basics of neural nets; feedforward networks and backpropagation; CNNs; RNNs; adversarial attacks; residual networks; neural ODEs; autoencoders; GANs; attention and transformers.,0,0,0,0.0,6.21,"The Advanced Machine Learning lecture (L2987) covers sophisticated topics on integrating machine learning techniques with physical systems. Specifically, it focuses on advanced data management and transformer architectures, highlighting their suitability for complex physical systems. |  | This course seems to match your interests if you're looking to apply machine learning in the realm of physical systems, bridging the gap between abstract algorithms and real-world physical phenomena.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | This lecture is designed for those looking to understand and apply machine learning in the realm of physical systems, bridging the |  | gap between abstract algorithms and real-world physical phenomena. The lecture is offered fully in English. |  | Literature Relevante  Literatur  basiert  vor  allem  auf  wissenschaftlichen  Veröﬀentlichungen  (statt  Lehrbüchern),  die  jeweiligen  Referenzen |  | werden in der Vorlesu",N/A
Dense (Vector),Q07,easy,In which semester is the Advanced Machine Learning course offered?,Winter semester (WiSe).,0,0,0,0.0,3.84,The Advanced Machine Learning (M1552) course is offered in the Winter Semester (WiSe).,"Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q08,medium,Is Advanced Machine Learning compulsory for Data Science students?,Yes — it is listed as Core Qualification: Compulsory in the Data Science curriculum.,0,0,0,0.0,6.4,"The module ""Advanced Machine Learning"" (M1552) is an elective course, not a compulsory one. |  | However, it's worth noting that the course is part of the Data Science specialization IV, which is an elective compulsory course. This means that Data Science students are required to take this specialization as part of their curriculum, but they can choose specific courses within it, including Advanced Machine Learning.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 6 |  | probabilistic models, which raise computational issues very diﬀerent from those of standard ML methods. The course has two main |  | goals: understanding the speciﬁcities of probabilistic models, and mastering the speciﬁc algorithms used to overcome the induced |  | challenges. |  | Educational Objectives After taking part successfully, students have reached the following learning results |  | Professional Competence |  ",N/A
Dense (Vector),Q09,medium,Which TUHH programs include Advanced Machine Learning in their curriculum?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, and Theoretical Mechanical Engineering.",1,1,1,1.0,7.83,"The Master's program ""Data Science"" includes Advanced Machine Learning as part of its curriculum.  |  | This module is also offered as part of the Master's program ""Computer Science"". Both programs match well with students interested in machine learning, as they provide a strong foundation in the subject and allow for specialization through various specializations. |  | In particular, the Data Science program offers a broad range of modules that cover various aspects of machine learning, including Advanced Machine Learning. This makes it an excellent choice for students who want to gain a comprehensive understanding of machine learning techniques and their applications.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules  on  operations  &  management  (6  CP)  ",N/A
Dense (Vector),Q10,medium,What is the workload for the Advanced Machine Learning module?,Total workload 124 hours: Independent Study Time 62 h + Study Time in Lecture 28 h for the course component.,1,1,1,1.0,5.01,"The workload for the Advanced Machine Learning module (M1552) is 3 hours per week in lecture and 2 hours per week in recitation section, with an independent study time of 62 hours.","Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q11,medium,How many hours per week is the Advanced Machine Learning lecture?,2 hours/week lecture + 2 hours/week recitation (small group) = 4 hrs/wk total.,1,1,1,1.0,3.77,"The course L2323: Advanced Machine Learning has a typology of ""Recitation Section (small)"" with 2 hours per week.","Program: Masters Data Sci | Module: Unknown - Unknown Module | Course: L3399 | ECTS: 3 |  | Course L3399: Advanced Ethics of Machine Learning |  | Typ Lecture |  | Hrs/wk 2 |  | CP 3 |  | Workload in Hours Independent Study Time 62, Study Time in Lecture 28 |  | Lecturer Prof. Maximilian Kiener |  | Language EN |  | Cycle WiSe |  | Content |  | Literature",N/A
Dense (Vector),Q12,hard,What is the difference between Core Qualification and Elective modules in the Data Science program?,Core Qualification modules are compulsory for all program students. Elective modules are optional and allow specialisation in a sub-field.,1,1,1,1.0,6.98,"In the Master's Data Sci program, Core Qualification and Elective modules differ in their structure and requirements. |  | Core Qualification modules are compulsory and contain a total of 66 ECTS points. They provide a solid foundation in data science and are designed to be completed by all students in the program. |  | Elective modules, on the other hand, offer more specialized topics and are not required for graduation. However, they can enhance your knowledge and skills in specific areas of data science. |  | In the context of the provided documents, I don't have enough information about a specific module that matches the student's interests.",Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 3 |  | Credit points 3 |  | Course achievement None |  | Examination Subject theoretical and practical work |  | Examination duration and |  | Group project (written elaboration) |  | scale |  | Assignment for the |  | Data Science: Core Qualification: Compulsory |  | Following Curricula |  | Computer Science in Engineering: Specialisation IV. Subject Specific Focus: Elective Compulsory,N/A
Dense (Vector),Q13,hard,How many total credit points are needed to finish the Data Science master?,120 credit points — standard for a 4-semester German M.Sc.,1,1,1,1.0,8.86,"To complete the Master's in Data Science, students need a total of 90 ECTS credits. |  | This is calculated by adding up the required credits for each module: |  | * Module with 6 ECTS credits (e.g. Data Science: Specialisation III. Applications) x 3 instances = 18 ECTS | * Module with 3 ECTS credits (e.g. Computer Science in Engineering: Specialisation IV. Subject Specific Focus) x 2 instances = 6 ECTS | * Module with 6 ECTS credits (e.g. Data Science: Core Qualification) x 4 instances = 24 ECTS |  | Total required ECTS credits for the Master's program: 18 + 6 + 24 = 48 ECTS |  | However, to complete all modules and achieve the full degree, students need a total of 90 ECTS credits.",Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 6 |  | Credit points 6 |  | Course achievement Compulsory Bonus | 15 % |  | No |  | Form |  | Presentation |  | Description |  | Examination Written exam |  | Examination duration and |  | 90 minutes |  | scale |  | Assignment for the |  | Data Science: Specialisation III. Applications: Elective Compulsory |  | Following Curricula |  | International Management and Engineering: Specialisation II. Logistics: Elective Compulsory |,N/A
Dense (Vector),Q14,medium,I love mathematics and programming. What should I study at TUHH?,Data Science or Computer Science would suit you well — both require strong mathematical foundations and programming (Python).,0,0,0,0.0,9.17,"Based on your interests in mathematics and programming, I would recommend the Master's program in Computer Science (Masters Comp Sci). This program seems to be a good fit for you because it includes specializations such as Specialization III. Mathematics, which aligns with your interest in mathematics. |  | Additionally, this program offers an elective course called ""Computer Science: Specialisation III. Mathematics: Elective Compulsory"", which is likely to provide you with more in-depth knowledge of mathematical concepts relevant to computer science. |  | It's worth noting that the Master's program in Computer Science also has a strong connection to other disciplines, such as robotics and engineering, which might be of interest to you if you're looking for a more interdisciplinary approach.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules  on  operations  &  management  (6  CP)  ",N/A
Dense (Vector),Q15,easy,I am interested in deep learning and neural networks. Which module covers that?,"Advanced Machine Learning (M1552) directly covers deep learning: CNNs, RNNs, GANs, Autoencoders, and Transformers.",1,1,1,1.0,10.67,"Based on the provided context, it appears that the Master's Data Sci program has a course called L2322: Advanced Machine Learning, which covers topics such as feedforward neural networks, convolutional neural networks, recurrent neural networks, and more. |  | I would recommend this module to you because it seems to be specifically focused on deep learning and neural networks, which aligns with your interests. Additionally, the fact that it's a 3-ECTS course suggests that it might be a good starting point for exploring these topics in-depth. |  | However, I would like to note that there is another module mentioned in the context, but its details are not provided. If you're interested in learning more about deep learning and neural networks, I would suggest checking out the course description and literature list for L2322 to see if it meets your needs.","Program: Masters Comp Sci | Module: Unknown - Unknown Module | Course: L2322 | ECTS: 3 |  | Course L2322: Advanced Machine Learning |  | Typ Lecture |  | Hrs/wk 2 |  | CP 3 |  | Workload in Hours Independent Study Time 62, Study Time in Lecture 28 |  | Lecturer Dr. Jens-Peter Zemke |  | Language EN |  | Cycle WiSe |  | Content |  | 1.  Basics: analogy; layout of neural nets, universal approximation, NP-completeness |  | 2.  Feedforward Neural Networks: backpropagation, variants of Stochastistic ",N/A
Dense (Vector),Q16,medium,I want to understand Generative Adversarial Networks. What module should I take?,Advanced Machine Learning (M1552) covers GANs and Autoencoders as part of its lecture content.,1,1,1,1.0,10.77,"Based on the provided context, it seems that you are interested in learning about Generative Adversarial Networks (GANs).  |  | I would recommend taking the Master's Data Sci | Module: Autoencoder Application - Constellation Shaping II or the Master's ICS | Module: Generative Adversarial Network Application - Channel Modelling. Both of these modules cover GANs, with a focus on their application in constellation shaping and channel modeling. |  | The Master's Data Sci module provides hands-on experience with GANs through the ""Autoencoder Application - Constellation Shaping II"" session, where you can learn about training without a channel model and using mutual information neural estimators.  |  | In contrast, the Master's ICS module offers practical experience with GANs in the context of channel modeling, allowing you to work on recap realistic channels with non-linear hardware impairments and train digital twins of realistic channels. |  | Both modules seem to match your interests in Generative Adversarial Networks, but if you're more interested in applying GANs to real-world problems like constellation shaping, I would suggest taking the Master's Data Sci module.",Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Hands-On Session |  | Representation Learning and Generative Models |  | AutoEncoders |  | Directed Generative Models |  | Undirected Generative Models |  | Generative Adversarial Neural Networks |  | Probabilistic Graphical Models |  | Bayesian Networks |  | Variational inference (variational autoencoder) |  | Literature Lecture notes as well as current literature announced in the lecture.,N/A
Dense (Vector),Q17,hard,I want to work in AI research after my master. What should I focus on at TUHH?,"Focus on the Data Science core qualification modules especially Advanced Machine Learning, supplement with research-track electives, and invest heavily in your master thesis.",0,1,1,0.5,10.81,"Based on your interest in working in AI research, I would recommend the Master's Data Science program at TUHH. |  | This program covers a wide range of topics related to artificial intelligence, including machine learning, computer vision, and robotics. The module ""M2001 - Reinforcement Learning"" is particularly relevant to AI research, as it provides a solid foundation in reinforcement learning methods, which are widely used in AI applications. |  | Additionally, the Master's Data Science program offers specializations that align with your interests in AI research, such as Specialization I: Data Science & Mathematics and Specialization II: Computer Science. These specializations will provide you with a strong foundation in mathematical and computational techniques, which are essential for AI research. |  | By focusing on the Master's Data Science program at TUHH, you will gain a comprehensive understanding of AI-related topics and develop the skills necessary to pursue a career in AI research.","Program: Masters Comp Sci | Module: Unknown - Unknown Module | ECTS: 6 |  | environment) and provide links to ai / robotics / machine learning / computer vision. |  | Skills Students  can  analyze  a  complex  application  scenario  and  use  artiﬁcial  intelligence  methods  (particularly  from  robotics,  machine |  | learning, computer vision) to implement an intelligent system. Furthermore, students will be able to deﬁne criteria to assess the |  | function of the system and evaluate the sys",N/A
Dense (Vector),Q18,medium,I enjoy working in teams and group projects. Are there modules with teamwork?,Yes — Advanced Machine Learning explicitly develops social competence: joint solutions in small teams and group development of ideas.,0,0,0,0.0,9.1,"Based on the provided context, it appears that you are interested in modules that emphasize teamwork and collaboration. |  | The Masters Mechatronics program has a module (6 ECTS) that focuses on social competence, where students work in small groups to implement concepts learned in lectures on a hardware platform. This module seems to be designed to foster teamwork, mutual motivation, support, and creativity among group members. |  | Additionally, the same module also includes a challenge-based project that encourages healthy competition among groups, which can help strengthen cohesion and reinforce these positive team dynamics. |  | I would recommend exploring this module further, as it appears to align with your interests in working in teams and group projects.","Program: Masters Comp Sci | Module: Unknown - Unknown Module | ECTS: 6 |  | Social Competence As part of the module, concepts learned in the lecture will be implemented on a hardware platform within small groups. Students |  | learn  to  work  in  a  team  and  to  develop  solutions  together.  Speciﬁc  tasks  are  worked  on  within  the  group,  whereby  cross-group |  | collaboration (exchange) also takes place. The second part is a challenge-based project in which the groups ﬁnd the most en",N/A
Dense (Vector),Q19,hard,I come from a physics background. Can I apply for the Data Science program?,"Physics graduates typically have the required mathematical background (analysis, linear algebra, numerics) aligned with recommended prerequisites.",0,1,1,0.2,7.97,"Yes, you can apply for the Master's Data Science program. |  | As someone with a physics background, you'll find that the data science program at TUHH is an excellent match for your interests and skills. The program builds on the mathematical foundations of physics, which will be beneficial in understanding and applying data science methods. Additionally, the interdisciplinary nature of the program allows you to combine your knowledge of physics with other fields like computer science and mathematics, making it a great fit for someone from a physics background. |  | The program's focus on applying theoretical concepts to real-world problems also aligns well with the problem-solving skills you've developed in physics.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Graduates  of  the  program  are  taught  the  fundamentals  and  knowledge  required  for  successful  work  in  the  ﬁeld  of  data  science  in  an  international | environment. They acquire comprehensive knowledge of the mathematical and computer science foundations of this discipline and learn to practically | apply the theoretical concepts in various application areas. Upon completion of the program, students are a",N/A
Dense (Vector),Q20,medium,Which modules involve Python programming at TUHH?,Advanced Machine Learning explicitly recommends Python. Most Data Science core modules also use Python for implementations.,0,1,1,0.2,8.54,"Based on the provided context, I can identify two programs that involve Python programming: |  | 1. Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |    The skills listed for this program include ""implement, apply and compare advanced numerical methods in Python,"" which indicates that Python is used in this module. |  | 2. Masters Comp Sci | Module: M2001 - Reinforcement Learning | ECTS: 3 |    This module requires knowledge of Python programming, including libraries for neural networks, deep learning, and data visualization (e.g., wandb). |  | Both programs seem to involve Python programming, but the Masters Data Sci program specifically mentions it in relation to numerical methods.","Program: Masters Comp Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | explain  aspects  regarding  the  practical  implementation  of  numerical  methods  with  respect  to  computational  and  storage |  | complexity. |  | Skills Students are able to |  | implement, apply and compare advanced numerical methods in Python, |  | justify the convergence behaviour of numerical methods with respect to the problem and solution algorithm and to transfer |  | it to related problems, |  | for  a  g",N/A
Dense (Vector),Q21,easy,Is the Advanced Machine Learning course taught in English or German?,English (language code EN).,0,1,1,0.25,4.76,The Advanced Machine Learning (L2322) course is taught in English.,"Program: Masters Comp Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q22,easy,How long is the Master of Science Data Science program at TUHH?,4 semesters (2 years).,0,1,1,0.5,5.33,"The Master's program in Data Science at TUHH is a two-year program, consisting of four semesters. It begins each year in October and includes two and a half semesters of lectures and lab courses, followed by one and a half semesters devoted to working on a research team (project work) and writing the master's thesis.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules  on  operations  &  management  (6  CP)  ",N/A
Dense (Vector),Q23,medium,What are the admission requirements for the Data Science master at TUHH?,A relevant bachelor's degree with sufficient mathematical background. Individual module admission requirements are listed as 'None'.,1,1,1,1.0,5.26,"According to General Regulations §21 (1), the admission requirements for the Master's program in Data Science at TUHH are: |  | * At least 60 credit points have to be achieved in study programme. | * The examinations board decides on exceptions. |  | In other words, students must already have a certain number of credits from their previous studies before being accepted into the Master's program.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules  on  operations  &  management  (6  CP)  ",N/A
Dense (Vector),Q24,easy,What literature is recommended for the Advanced Machine Learning module?,Script by the lecturer; online resources including neuralnetworksanddeeplearning.com and deeplearningbook.org.,1,1,1,1.0,6.75,"The recommended literature for the Advanced Machine Learning module includes: |  | 1. ""Artificial Intelligence: A Modern Approach"" (Third Edition) by Stuart Russel and Peter Norvig | 2. ""Machine Learning: A Probabilistic Perspective"" by Kevin Murphy |  | These texts are mentioned in the course literature list, specifically chapters 13, 14, 18-21 of the first book and the entire second book.","Program: Masters Data Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q25,hard,What is the difference between Data Science and Computer Science programs at TUHH?,Both share modules like Advanced Machine Learning. Data Science focuses more on statistical methods and data pipelines; Computer Science covers a broader set of software and systems topics.,1,1,1,1.0,10.66,"The Master's program in Data Science (M.Sc. ""Data Science"") and the Master's program in Computer Science (M.Sc.) have distinct differences. |  | The M.Sc. ""Data Science"" program focuses on extracting insights from data using various techniques, including machine learning, statistics, and mathematics. It has three mandatory specializations: Data Science & Mathematics, Computer Science, and Applications. The program emphasizes both technical and non-technical aspects of data science, with a strong emphasis on mathematical foundations. |  | In contrast, the M.Sc. ""Computer Science"" program focuses more broadly on computer systems, algorithms, software engineering, and theoretical computer science. While it does offer some electives related to data science, such as Specialization III. Mathematics, its primary focus is on computer science fundamentals. |  | If you're interested in a program that combines technical and non-technical aspects of data science with a strong mathematical foundation, the M.Sc. ""Data Science"" program might be a better fit for you.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules  on  operations  &  management  (6  CP)  ",N/A
Dense (Vector),Q26,medium,Which programs at TUHH share the Advanced Machine Learning module?,"Computational Methods and Machine Learning in Engineering, Computer Science, Data Science, Interdisciplinary Mathematics, Mechatronics, Technomathematics I and II, Theoretical Mechanical Engineering.",1,1,1,1.0,7.46,"The Advanced Machine Learning module (M1552) is shared by two programs: |  | 1. Masters Comp Sci | 2. Masters Data Sci |  | Both programs offer this module as part of their curriculum, indicating that they cover similar topics in machine learning. The Masters Comp Sci program might be a better fit for students interested in the theoretical foundations and programming aspects of machine learning, while the Masters Data Sci program may focus more on practical applications and real-world examples.","Program: Masters Data Sci | Module: M1552 - Advanced Machine Learning | ECTS: 3 |  | Module M1552: Advanced Machine Learning |  | Courses |  | Title |  | Advanced Machine Learning (L2322) |  | Advanced Machine Learning (L2323) |  | Module Responsible Dr. Jens-Peter Zemke |  | Admission Requirements None |  | Recommended Previous |  | Knowledge |  | 1.  Mathematics I-III |  | 2.  Numerical Mathematics 1/ Numerics |  | 3.  Programming skills, preferably in Python |  | Typ |  | Lecture |  | Recitat",N/A
Dense (Vector),Q27,hard,Which TUHH programs involve machine learning?,"Data Science, Computer Science, Computational Methods and Machine Learning in Engineering, Mechatronics, and Technomathematics all include machine learning modules.",0,1,1,0.5,6.03,"The Masters Data Sci program involves machine learning.  |  | This program matches the student's interests because it covers a wide range of topics in machine learning, including supervised and unsupervised learning, neural networks, support vector machines, ensemble learning, and more. |  | Additionally, the Masters Mechatronics program also involves machine learning, specifically through modules such as L2003: Basics of Machine Learning.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Logistical regressions |  | Neuronal Networks |  | Support Vector Machines |  | Ensemble Learning |  | Unsupervised Learning: |  | Hierarchical Clustering, K-Mean |  | Literature John D. Kelleher, Fundamentals of Machine Learning for Predictive Data Analytics: Algorithms, Worked Examples, and Case Studies |  | (MIT Press) |  | Tom M. Mitchell, Machine Learning |  | Kevin P. Murphy, Machine Learning: A Probabilistic Persp",N/A
Dense (Vector),Q28,hard,What skills will I have after completing the Data Science master?,Professional knowledge: classify state-of-the-art neural networks. Practical skills: implement and apply neural networks to new domains. Social: collaborate in small teams. Autonomy: self-direct work and assess correctness independently.,1,1,1,1.0,12.23,"After completing the Master's in Data Science at TUHH, you can expect to acquire a wide range of skills, including: |  | 1. Advanced knowledge of machine learning techniques and their application to real-world problems. | 2. Ability to design and implement complex software systems. | 3. Skills in data management, pattern recognition, and model training. | 4. Knowledge of ethical challenges in dealing with artificial intelligence and machine learning. | 5. Ability to communicate scientific contents and problems effectively with experts and laymen. | 6. Autonomy in researching, selecting literature, reading code, and modifying it for new tasks. |  | These skills will prepare you for a career as a data scientist in research and development, where you'll work with large amounts of data, analyze, algorithmically process, and feature-extract it. You'll also have the opportunity to work in an interdisciplinary team with application experts and be up-to-date with the latest developments in this rapidly evolving field. |  | I recommend this program because it provides a comprehensive education in data science, covering both theoretical foundations and practical applications. The emphasis on autonomy and social competence will help you develop into a self-motivated and effective team player, well-equipped to tackle complex problems in various application areas.",Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | models. |  | 6.  Graduates can classify their knowledge of diﬀerent application areas of data science and combine it to solve complex problems as well as adapt |  | and further develop the methodological knowledge they have learned to specific applications. |  | 7.  Graduates have advanced knowledge of the ethical challenges in dealing with artificial intelligence and machine learning. |  | Skills |  | 1.  The ability to,N/A
Dense (Vector),Q29,hard,I want to combine engineering with advanced mathematics. What do you recommend?,Technomathematics or Interdisciplinary Mathematics combine rigorous mathematics with engineering applications. Computational Methods and Machine Learning in Engineering is also very relevant.,0,0,0,0.0,11.38,"Based on your interest in combining engineering with advanced mathematics, I would recommend the Master's program in Data Science (Masters Data Sci). This program offers a strong foundation in both engineering and mathematical disciplines, allowing you to develop skills in data analysis, machine learning, and mathematical modeling. |  | The Data Science specialization at TUHH is particularly well-suited for students who want to combine their technical expertise with advanced mathematical techniques. By taking courses like ""Computational Methods and Machine Learning in Engineering"" and ""Interdisciplinary Mathematics: Specialisation II. Numerical - Modelling Training"", you will gain a solid understanding of the mathematical foundations required for data-driven engineering applications. |  | Additionally, the Data Science program at TUHH has strong connections with other engineering disciplines, such as Electrical Engineering and Computer Science, which can provide opportunities for interdisciplinary collaboration and knowledge sharing. |  | Overall, I believe that the Master's program in Data Science is an excellent choice for students who want to combine their passion for engineering with advanced mathematical techniques.","Program: Masters Civil Eng | Module: Unknown - Unknown Module | ECTS: 0 |  | Students can discuss logical connections between these concepts.  They are capable of illustrating these connections with |  | the help of examples. |  | They know proof strategies and can reproduce them. |  | Skills |  | Students  can  model  problems in  Mathematics  IV  with  the  help  of  the  concepts  studied  in  this  course. Moreover,  they  are |  | capable of solving them by applying established methods. |  ",N/A
Dense (Vector),Q30,hard,Are there modules compulsory across multiple TUHH master programs?,Yes. Advanced Machine Learning (M1552) is compulsory in both Data Science (Core Qualification) and in Computational Methods and Machine Learning in Engineering.,1,1,1,1.0,6.91,"Yes, there are modules that are compulsory across multiple TUHH master programs.  |  | The module ""Master Thesis"" (M-002) is a compulsory module for the Masters Chem Bio, Masters Comp Sci, and Masters MEM programs. |  | Additionally, the interdisciplinary compulsory modules on operations & management (6 CP) and on non-technical courses (6 CP) are also part of the core qualification for the Master's Data Science program.","Program: Masters Data Sci | Module: Unknown - Unknown Module | ECTS: 0 |  | Module Manual M.Sc. ""Data Science"" |  | Advanced Machine Learning | Linear Models and Regression | Big Data | Information Geometry | Advanced Ethics of Machine Learning |  | In  addition,  the  core  qualiﬁcation  contains  a  seminar  (3  CP),  a  lecture  on  scientiﬁc  methods  (3  CP),  a  research  project  (12  CP)  as  well  as  the | interdisciplinary  compulsory  modules  on  operations  &  management  (6  CP)  ",N/A
